Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
1995-1996,1995,1996-04-25,1995030165,OFF,1,6,5,VAN,Vancouver Canucks,Canada,False,COL,Colorado Avalanche,USA,14,27,41,playerByGameStats sum
1995-1996,1995,1996-04-25,1995030165,OFF,1,6,5,COL,Colorado Avalanche,USA,True,VAN,Vancouver Canucks,Canada,27,14,41,playerByGameStats sum
1995-1996,1995,1996-04-25,1995030185,OFF,1,8,5,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,14,20,34,playerByGameStats sum
1995-1996,1995,1996-04-25,1995030185,OFF,1,8,5,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,20,14,34,playerByGameStats sum
1995-1996,1995,1996-04-26,1995030135,OFF,1,3,5,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,10,8,18,playerByGameStats sum
1995-1996,1995,1996-04-26,1995030135,OFF,1,3,5,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,8,10,18,playerByGameStats sum
1995-1996,1995,1996-04-26,1995030155,OFF,1,5,5,WIN,Winnipeg Jets,Canada,False,DET,Detroit Red Wings,USA,31,10,41,playerByGameStats sum
1995-1996,1995,1996-04-26,1995030155,OFF,1,5,5,DET,Detroit Red Wings,USA,True,WIN,Winnipeg Jets,Canada,10,31,41,playerByGameStats sum
1995-1996,1995,1996-04-27,1995030166,OFF,1,6,6,COL,Colorado Avalanche,USA,False,VAN,Vancouver Canucks,Canada,33,29,62,playerByGameStats sum
1995-1996,1995,1996-04-27,1995030166,OFF,1,6,6,VAN,Vancouver Canucks,Canada,True,COL,Colorado Avalanche,USA,29,33,62,playerByGameStats sum
1995-1996,1995,1996-04-27,1995030186,OFF,1,8,6,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,22,10,32,playerByGameStats sum
1995-1996,1995,1996-04-27,1995030186,OFF,1,8,6,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,10,22,32,playerByGameStats sum
1995-1996,1995,1996-04-28,1995030136,OFF,1,3,6,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,14,10,24,playerByGameStats sum
1995-1996,1995,1996-04-28,1995030136,OFF,1,3,6,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,10,14,24,playerByGameStats sum
1995-1996,1995,1996-04-28,1995030156,OFF,1,5,6,DET,Detroit Red Wings,USA,False,WIN,Winnipeg Jets,Canada,14,12,26,playerByGameStats sum
1995-1996,1995,1996-04-28,1995030156,OFF,1,5,6,WIN,Winnipeg Jets,Canada,True,DET,Detroit Red Wings,USA,12,14,26,playerByGameStats sum
1996-1997,1996,1997-04-16,1996030161,OFF,1,6,1,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,10,6,16,playerByGameStats sum
1996-1997,1996,1997-04-16,1996030161,OFF,1,6,1,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,6,10,16,playerByGameStats sum
1996-1997,1996,1997-04-17,1996030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,False,NJD,New Jersey Devils,USA,31,31,62,playerByGameStats sum
1996-1997,1996,1997-04-17,1996030111,OFF,1,1,1,NJD,New Jersey Devils,USA,True,MTL,Montréal Canadiens,Canada,31,31,62,playerByGameStats sum
1996-1997,1996,1997-04-17,1996030121,OFF,1,2,1,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,14,16,30,playerByGameStats sum
1996-1997,1996,1997-04-17,1996030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,16,14,30,playerByGameStats sum
1996-1997,1996,1997-04-18,1996030162,OFF,1,6,2,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,36,24,60,playerByGameStats sum
1996-1997,1996,1997-04-18,1996030162,OFF,1,6,2,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,24,36,60,playerByGameStats sum
1996-1997,1996,1997-04-19,1996030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,False,NJD,New Jersey Devils,USA,14,6,20,playerByGameStats sum
1996-1997,1996,1997-04-19,1996030112,OFF,1,1,2,NJD,New Jersey Devils,USA,True,MTL,Montréal Canadiens,Canada,6,14,20,playerByGameStats sum
1996-1997,1996,1997-04-19,1996030122,OFF,1,2,2,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,10,12,22,playerByGameStats sum
1996-1997,1996,1997-04-19,1996030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,12,10,22,playerByGameStats sum
1996-1997,1996,1997-04-20,1996030163,OFF,1,6,3,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,28,28,56,playerByGameStats sum
1996-1997,1996,1997-04-20,1996030163,OFF,1,6,3,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,28,28,56,playerByGameStats sum
1996-1997,1996,1997-04-21,1996030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,False,OTT,Ottawa Senators,Canada,18,10,28,playerByGameStats sum
1996-1997,1996,1997-04-21,1996030123,OFF,1,2,3,OTT,Ottawa Senators,Canada,True,BUF,Buffalo Sabres,USA,10,18,28,playerByGameStats sum
1996-1997,1996,1997-04-22,1996030113,OFF,1,1,3,NJD,New Jersey Devils,USA,False,MTL,Montréal Canadiens,Canada,8,14,22,playerByGameStats sum
1996-1997,1996,1997-04-22,1996030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,True,NJD,New Jersey Devils,USA,14,8,22,playerByGameStats sum
1996-1997,1996,1997-04-22,1996030164,OFF,1,6,4,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,30,16,46,playerByGameStats sum
1996-1997,1996,1997-04-22,1996030164,OFF,1,6,4,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,16,30,46,playerByGameStats sum
1996-1997,1996,1997-04-23,1996030124,OFF,1,2,4,BUF,Buffalo Sabres,USA,False,OTT,Ottawa Senators,Canada,6,4,10,playerByGameStats sum
1996-1997,1996,1997-04-23,1996030124,OFF,1,2,4,OTT,Ottawa Senators,Canada,True,BUF,Buffalo Sabres,USA,4,6,10,playerByGameStats sum
1996-1997,1996,1997-04-24,1996030114,OFF,1,1,4,NJD,New Jersey Devils,USA,False,MTL,Montréal Canadiens,Canada,10,16,26,playerByGameStats sum
1996-1997,1996,1997-04-24,1996030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,True,NJD,New Jersey Devils,USA,16,10,26,playerByGameStats sum
1996-1997,1996,1997-04-25,1996030125,OFF,1,2,5,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,17,43,60,playerByGameStats sum
1996-1997,1996,1997-04-25,1996030125,OFF,1,2,5,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,43,17,60,playerByGameStats sum
1996-1997,1996,1997-04-25,1996030165,OFF,1,6,5,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,14,6,20,playerByGameStats sum
1996-1997,1996,1997-04-25,1996030165,OFF,1,6,5,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,6,14,20,playerByGameStats sum
1996-1997,1996,1997-04-26,1996030115,OFF,1,1,5,MTL,Montréal Canadiens,Canada,False,NJD,New Jersey Devils,USA,30,6,36,playerByGameStats sum
1996-1997,1996,1997-04-26,1996030115,OFF,1,1,5,NJD,New Jersey Devils,USA,True,MTL,Montréal Canadiens,Canada,6,30,36,playerByGameStats sum
1996-1997,1996,1997-04-27,1996030126,OFF,1,2,6,BUF,Buffalo Sabres,USA,False,OTT,Ottawa Senators,Canada,14,24,38,playerByGameStats sum
1996-1997,1996,1997-04-27,1996030126,OFF,1,2,6,OTT,Ottawa Senators,Canada,True,BUF,Buffalo Sabres,USA,24,14,38,playerByGameStats sum
1996-1997,1996,1997-04-27,1996030166,OFF,1,6,6,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,30,20,50,playerByGameStats sum
1996-1997,1996,1997-04-27,1996030166,OFF,1,6,6,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,20,30,50,playerByGameStats sum
1996-1997,1996,1997-04-29,1996030127,OFF,1,2,7,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,10,6,16,playerByGameStats sum
1996-1997,1996,1997-04-29,1996030127,OFF,1,2,7,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,6,10,16,playerByGameStats sum
1996-1997,1996,1997-04-29,1996030167,OFF,1,6,7,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,14,12,26,playerByGameStats sum
1996-1997,1996,1997-04-29,1996030167,OFF,1,6,7,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,12,14,26,playerByGameStats sum
1996-1997,1996,1997-05-02,1996030231,OFF,2,3,1,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,10,20,30,playerByGameStats sum
1996-1997,1996,1997-05-02,1996030231,OFF,2,3,1,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,20,10,30,playerByGameStats sum
1996-1997,1996,1997-05-04,1996030232,OFF,2,3,2,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,18,12,30,playerByGameStats sum
1996-1997,1996,1997-05-04,1996030232,OFF,2,3,2,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,12,18,30,playerByGameStats sum
1996-1997,1996,1997-05-07,1996030233,OFF,2,3,3,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,16,18,34,playerByGameStats sum
1996-1997,1996,1997-05-07,1996030233,OFF,2,3,3,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,18,16,34,playerByGameStats sum
1996-1997,1996,1997-05-09,1996030234,OFF,2,3,4,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,10,8,18,playerByGameStats sum
1996-1997,1996,1997-05-09,1996030234,OFF,2,3,4,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,8,10,18,playerByGameStats sum
1996-1997,1996,1997-05-11,1996030235,OFF,2,3,5,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,12,14,26,playerByGameStats sum
1996-1997,1996,1997-05-11,1996030235,OFF,2,3,5,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,14,12,26,playerByGameStats sum
1997-1998,1997,1998-04-22,1997030111,OFF,1,1,1,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,10,14,24,playerByGameStats sum
1997-1998,1997,1998-04-22,1997030111,OFF,1,1,1,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,14,10,24,playerByGameStats sum
1997-1998,1997,1998-04-22,1997030161,OFF,1,6,1,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,14,20,34,playerByGameStats sum
1997-1998,1997,1998-04-22,1997030161,OFF,1,6,1,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,20,14,34,playerByGameStats sum
1997-1998,1997,1998-04-23,1997030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,False,PIT,Pittsburgh Penguins,USA,16,18,34,playerByGameStats sum
1997-1998,1997,1998-04-23,1997030121,OFF,1,2,1,PIT,Pittsburgh Penguins,USA,True,MTL,Montréal Canadiens,Canada,18,16,34,playerByGameStats sum
1997-1998,1997,1998-04-24,1997030112,OFF,1,1,2,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,20,42,62,playerByGameStats sum
1997-1998,1997,1998-04-24,1997030112,OFF,1,1,2,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,42,20,62,playerByGameStats sum
1997-1998,1997,1998-04-24,1997030162,OFF,1,6,2,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,103,83,186,playerByGameStats sum
1997-1998,1997,1998-04-24,1997030162,OFF,1,6,2,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,83,103,186,playerByGameStats sum
1997-1998,1997,1998-04-25,1997030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,False,PIT,Pittsburgh Penguins,USA,8,10,18,playerByGameStats sum
1997-1998,1997,1998-04-25,1997030122,OFF,1,2,2,PIT,Pittsburgh Penguins,USA,True,MTL,Montréal Canadiens,Canada,10,8,18,playerByGameStats sum
1997-1998,1997,1998-04-26,1997030113,OFF,1,1,3,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,10,6,16,playerByGameStats sum
1997-1998,1997,1998-04-26,1997030113,OFF,1,1,3,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,6,10,16,playerByGameStats sum
1997-1998,1997,1998-04-26,1997030163,OFF,1,6,3,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,14,10,24,playerByGameStats sum
1997-1998,1997,1998-04-26,1997030163,OFF,1,6,3,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,10,14,24,playerByGameStats sum
1997-1998,1997,1998-04-27,1997030123,OFF,1,2,3,PIT,Pittsburgh Penguins,USA,False,MTL,Montréal Canadiens,Canada,12,16,28,playerByGameStats sum
1997-1998,1997,1998-04-27,1997030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,True,PIT,Pittsburgh Penguins,USA,16,12,28,playerByGameStats sum
1997-1998,1997,1998-04-28,1997030114,OFF,1,1,4,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,12,23,35,playerByGameStats sum
1997-1998,1997,1998-04-28,1997030114,OFF,1,1,4,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,23,12,35,playerByGameStats sum
1997-1998,1997,1998-04-28,1997030164,OFF,1,6,4,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,14,10,24,playerByGameStats sum
1997-1998,1997,1998-04-28,1997030164,OFF,1,6,4,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,10,14,24,playerByGameStats sum
1997-1998,1997,1998-04-29,1997030124,OFF,1,2,4,PIT,Pittsburgh Penguins,USA,False,MTL,Montréal Canadiens,Canada,18,32,50,playerByGameStats sum
1997-1998,1997,1998-04-29,1997030124,OFF,1,2,4,MTL,Montréal Canadiens,Canada,True,PIT,Pittsburgh Penguins,USA,32,18,50,playerByGameStats sum
1997-1998,1997,1998-04-30,1997030115,OFF,1,1,5,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,10,8,18,playerByGameStats sum
1997-1998,1997,1998-04-30,1997030115,OFF,1,1,5,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,8,10,18,playerByGameStats sum
1997-1998,1997,1998-04-30,1997030165,OFF,1,6,5,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,6,12,18,playerByGameStats sum
1997-1998,1997,1998-04-30,1997030165,OFF,1,6,5,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,12,6,18,playerByGameStats sum
1997-1998,1997,1998-05-01,1997030125,OFF,1,2,5,MTL,Montréal Canadiens,Canada,False,PIT,Pittsburgh Penguins,USA,6,6,12,playerByGameStats sum
1997-1998,1997,1998-05-01,1997030125,OFF,1,2,5,PIT,Pittsburgh Penguins,USA,True,MTL,Montréal Canadiens,Canada,6,6,12,playerByGameStats sum
1997-1998,1997,1998-05-02,1997030116,OFF,1,1,6,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,6,4,10,playerByGameStats sum
1997-1998,1997,1998-05-02,1997030116,OFF,1,1,6,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,4,6,10,playerByGameStats sum
1997-1998,1997,1998-05-02,1997030166,OFF,1,6,6,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,54,20,74,playerByGameStats sum
1997-1998,1997,1998-05-02,1997030166,OFF,1,6,6,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,20,54,74,playerByGameStats sum
1997-1998,1997,1998-05-03,1997030126,OFF,1,2,6,PIT,Pittsburgh Penguins,USA,False,MTL,Montréal Canadiens,Canada,6,12,18,playerByGameStats sum
1997-1998,1997,1998-05-03,1997030126,OFF,1,2,6,MTL,Montréal Canadiens,Canada,True,PIT,Pittsburgh Penguins,USA,12,6,18,playerByGameStats sum
1997-1998,1997,1998-05-04,1997030167,OFF,1,6,7,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,10,12,22,playerByGameStats sum
1997-1998,1997,1998-05-04,1997030167,OFF,1,6,7,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,12,10,22,playerByGameStats sum
1997-1998,1997,1998-05-07,1997030211,OFF,2,1,1,OTT,Ottawa Senators,Canada,False,WSH,Washington Capitals,USA,4,10,14,playerByGameStats sum
1997-1998,1997,1998-05-07,1997030211,OFF,2,1,1,WSH,Washington Capitals,USA,True,OTT,Ottawa Senators,Canada,10,4,14,playerByGameStats sum
1997-1998,1997,1998-05-07,1997030231,OFF,2,3,1,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,16,25,41,playerByGameStats sum
1997-1998,1997,1998-05-07,1997030231,OFF,2,3,1,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,25,16,41,playerByGameStats sum
1997-1998,1997,1998-05-08,1997030221,OFF,2,2,1,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,16,16,32,playerByGameStats sum
1997-1998,1997,1998-05-08,1997030221,OFF,2,2,1,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,16,16,32,playerByGameStats sum
1997-1998,1997,1998-05-09,1997030212,OFF,2,1,2,OTT,Ottawa Senators,Canada,False,WSH,Washington Capitals,USA,28,44,72,playerByGameStats sum
1997-1998,1997,1998-05-09,1997030212,OFF,2,1,2,WSH,Washington Capitals,USA,True,OTT,Ottawa Senators,Canada,44,28,72,playerByGameStats sum
1997-1998,1997,1998-05-09,1997030232,OFF,2,3,2,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,12,8,20,playerByGameStats sum
1997-1998,1997,1998-05-09,1997030232,OFF,2,3,2,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,8,12,20,playerByGameStats sum
1997-1998,1997,1998-05-10,1997030222,OFF,2,2,2,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-10,1997030222,OFF,2,2,2,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-11,1997030213,OFF,2,1,3,WSH,Washington Capitals,USA,False,OTT,Ottawa Senators,Canada,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-11,1997030213,OFF,2,1,3,OTT,Ottawa Senators,Canada,True,WSH,Washington Capitals,USA,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-11,1997030233,OFF,2,3,3,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,8,6,14,playerByGameStats sum
1997-1998,1997,1998-05-11,1997030233,OFF,2,3,3,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,6,8,14,playerByGameStats sum
1997-1998,1997,1998-05-12,1997030223,OFF,2,2,3,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,16,14,30,playerByGameStats sum
1997-1998,1997,1998-05-12,1997030223,OFF,2,2,3,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,14,16,30,playerByGameStats sum
1997-1998,1997,1998-05-13,1997030214,OFF,2,1,4,WSH,Washington Capitals,USA,False,OTT,Ottawa Senators,Canada,12,8,20,playerByGameStats sum
1997-1998,1997,1998-05-13,1997030214,OFF,2,1,4,OTT,Ottawa Senators,Canada,True,WSH,Washington Capitals,USA,8,12,20,playerByGameStats sum
1997-1998,1997,1998-05-13,1997030234,OFF,2,3,4,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-13,1997030234,OFF,2,3,4,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,14,14,28,playerByGameStats sum
1997-1998,1997,1998-05-14,1997030224,OFF,2,2,4,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,8,14,22,playerByGameStats sum
1997-1998,1997,1998-05-14,1997030224,OFF,2,2,4,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,14,8,22,playerByGameStats sum
1997-1998,1997,1998-05-15,1997030215,OFF,2,1,5,OTT,Ottawa Senators,Canada,False,WSH,Washington Capitals,USA,6,8,14,playerByGameStats sum
1997-1998,1997,1998-05-15,1997030215,OFF,2,1,5,WSH,Washington Capitals,USA,True,OTT,Ottawa Senators,Canada,8,6,14,playerByGameStats sum
1997-1998,1997,1998-05-16,1997030235,OFF,2,3,5,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,20,14,34,playerByGameStats sum
1997-1998,1997,1998-05-16,1997030235,OFF,2,3,5,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,14,20,34,playerByGameStats sum
1998-1999,1998,1999-04-21,1998030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,False,OTT,Ottawa Senators,Canada,20,10,30,playerByGameStats sum
1998-1999,1998,1999-04-21,1998030121,OFF,1,2,1,OTT,Ottawa Senators,Canada,True,BUF,Buffalo Sabres,USA,10,20,30,playerByGameStats sum
1998-1999,1998,1999-04-21,1998030151,OFF,1,5,1,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,41,24,65,playerByGameStats sum
1998-1999,1998,1999-04-21,1998030151,OFF,1,5,1,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,24,41,65,playerByGameStats sum
1998-1999,1998,1999-04-22,1998030141,OFF,1,4,1,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,16,14,30,playerByGameStats sum
1998-1999,1998,1999-04-22,1998030141,OFF,1,4,1,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,14,16,30,playerByGameStats sum
1998-1999,1998,1999-04-23,1998030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,False,OTT,Ottawa Senators,Canada,22,18,40,playerByGameStats sum
1998-1999,1998,1999-04-23,1998030122,OFF,1,2,2,OTT,Ottawa Senators,Canada,True,BUF,Buffalo Sabres,USA,18,22,40,playerByGameStats sum
1998-1999,1998,1999-04-23,1998030152,OFF,1,5,2,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,14,18,32,playerByGameStats sum
1998-1999,1998,1999-04-23,1998030152,OFF,1,5,2,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,18,14,32,playerByGameStats sum
1998-1999,1998,1999-04-24,1998030142,OFF,1,4,2,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,20,14,34,playerByGameStats sum
1998-1999,1998,1999-04-24,1998030142,OFF,1,4,2,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,14,20,34,playerByGameStats sum
1998-1999,1998,1999-04-25,1998030123,OFF,1,2,3,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,12,10,22,playerByGameStats sum
1998-1999,1998,1999-04-25,1998030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,10,12,22,playerByGameStats sum
1998-1999,1998,1999-04-25,1998030153,OFF,1,5,3,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,20,18,38,playerByGameStats sum
1998-1999,1998,1999-04-25,1998030153,OFF,1,5,3,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,18,20,38,playerByGameStats sum
1998-1999,1998,1999-04-26,1998030143,OFF,1,4,3,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,12,10,22,playerByGameStats sum
1998-1999,1998,1999-04-26,1998030143,OFF,1,4,3,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,10,12,22,playerByGameStats sum
1998-1999,1998,1999-04-27,1998030124,OFF,1,2,4,OTT,Ottawa Senators,Canada,False,BUF,Buffalo Sabres,USA,6,10,16,playerByGameStats sum
1998-1999,1998,1999-04-27,1998030124,OFF,1,2,4,BUF,Buffalo Sabres,USA,True,OTT,Ottawa Senators,Canada,10,6,16,playerByGameStats sum
1998-1999,1998,1999-04-27,1998030154,OFF,1,5,4,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,10,12,22,playerByGameStats sum
1998-1999,1998,1999-04-27,1998030154,OFF,1,5,4,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,12,10,22,playerByGameStats sum
1998-1999,1998,1999-04-28,1998030144,OFF,1,4,4,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,10,16,26,playerByGameStats sum
1998-1999,1998,1999-04-28,1998030144,OFF,1,4,4,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,16,10,26,playerByGameStats sum
1998-1999,1998,1999-04-30,1998030145,OFF,1,4,5,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,10,6,16,playerByGameStats sum
1998-1999,1998,1999-04-30,1998030145,OFF,1,4,5,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,6,10,16,playerByGameStats sum
1998-1999,1998,1999-05-02,1998030146,OFF,1,4,6,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,12,10,22,playerByGameStats sum
1998-1999,1998,1999-05-02,1998030146,OFF,1,4,6,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,10,12,22,playerByGameStats sum
1998-1999,1998,1999-05-07,1998030211,OFF,2,1,1,PIT,Pittsburgh Penguins,USA,False,TOR,Toronto Maple Leafs,Canada,10,8,18,playerByGameStats sum
1998-1999,1998,1999-05-07,1998030211,OFF,2,1,1,TOR,Toronto Maple Leafs,Canada,True,PIT,Pittsburgh Penguins,USA,8,10,18,playerByGameStats sum
1998-1999,1998,1999-05-09,1998030212,OFF,2,1,2,PIT,Pittsburgh Penguins,USA,False,TOR,Toronto Maple Leafs,Canada,31,12,43,playerByGameStats sum
1998-1999,1998,1999-05-09,1998030212,OFF,2,1,2,TOR,Toronto Maple Leafs,Canada,True,PIT,Pittsburgh Penguins,USA,12,31,43,playerByGameStats sum
